distance,duration,n_ha,n_ha_l,n_ha_m,n_ha_h,n_hb,n_hb_l,n_hb_m,n_hb_h,n_hc,n_hc_l,n_hc_m,n_hc_h,fcw_time,hmw_time,ldw_time,pcw_time,n_pedestrian_dz,n_tsr_level,n_tsr_level_0,n_tsr_level_1,n_tsr_level_2,n_tsr_level_3,n_tsr_level_4,n_tsr_level_5,n_tsr_level_6,n_tsr_level_7,n_brakes,speed,n_fcw,n_hmw,n_ldw,n_ldw_left,n_ldw_right,n_pcw,n_fatigue_0,n_fatigue_1,n_fatigue_2,n_fatigue_3,n_headway__1,n_headway_0,n_headway_1,n_headway_2,n_headway_3,n_overtaking_0,n_overtaking_1,n_overtaking_2,n_overtaking_3,n_speeding_0,n_speeding_1,n_speeding_2,n_speeding_3,target
1.76741,214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,27.98817966903073,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
11.61,1045,8.0,2.0,5.0,1.0,3.0,0.0,3.0,0.0,17.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,5.0,11.0,10.0,11.0,10.0,1.0,1.0,1.0,36.0,35.517391304347825,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,6.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,7.0,7.0,4.0,0
45.4206,2973,21.0,2.0,19.0,0.0,11.0,0.0,11.0,0.0,17.0,5.0,12.0,0.0,0.0,2.433336,0.0,0.0,1.0,54.0,12.0,14.0,11.0,9.0,11.0,7.0,0.0,2.0,49.0,46.91359734145666,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,58.0,53.0,45.0,26.0,2.0,2.0,1.0,0.0,0.0,10.0,15.0,6.0,5.0,0
5.95014,737,11.0,0.0,11.0,0.0,6.0,0.0,6.0,0.0,10.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,21.0,34.61338797814208,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0
6.87691,669,12.0,0.0,12.0,0.0,4.0,0.0,4.0,0.0,8.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,16.0,33.313091482649845,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0
1.26186,471,16.0,2.0,14.0,0.0,16.0,0.0,16.0,0.0,21.0,9.0,12.0,0.0,0.308503,0.8325,0.0,0.0,4.0,37.0,5.0,8.0,8.0,5.0,4.0,6.0,5.0,1.0,20.0,36.20258064516129,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,6.0,6.0,4.0,1
5.34126,473,11.0,2.0,9.0,0.0,4.0,0.0,4.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,13.0,33.473806752037255,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,8.0,7.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0
7.12021,619,18.0,0.0,18.0,0.0,11.0,0.0,11.0,0.0,14.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,36.42775302355188,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,11.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
11.6003,1028,10.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,31.61255411255411,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,18.0,15.0,3.0,0.0,5.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0
6.01139,700,7.0,0.0,7.0,0.0,13.0,0.0,13.0,0.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,5.0,6.0,3.0,2.0,2.0,2.0,2.0,1.0,20.0,32.99675113710202,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,0
6.94339,727,9.0,0.0,9.0,0.0,7.0,0.0,7.0,0.0,10.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,34.00073583517292,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0
5.42683,634,13.0,1.0,12.0,0.0,8.0,0.0,8.0,0.0,12.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,4.0,5.0,4.0,3.0,2.0,2.0,2.0,1.0,20.0,35.00854700854701,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,8.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,0
6.88377,637,18.0,0.0,18.0,0.0,10.0,0.0,10.0,0.0,14.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,37.227864583333336,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,8.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
6.58827,663,8.0,0.0,8.0,0.0,6.0,0.0,6.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,34.35634451019067,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
13.6939,1012,13.0,1.0,12.0,0.0,2.0,0.0,2.0,0.0,7.0,1.0,6.0,0.0,0.0,2.92045,0.0,0.0,0.0,26.0,13.0,14.0,5.0,2.0,2.0,1.0,1.0,1.0,16.0,44.489208633093526,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,9.0,10.0,10.0,1.0,2.0,1.0,0.0,0.0,4.0,9.0,0.0,0.0,0
2.57287,281,5.0,1.0,4.0,0.0,2.0,0.0,2.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,27.7070938215103,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
3.51632,684,10.0,3.0,7.0,0.0,6.0,0.0,6.0,0.0,7.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,19.0,32.366300366300365,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0
7.14264,737,8.0,0.0,8.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,30.466101694915253,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,4.0,2.0,0
50.8376,4324,29.0,1.0,28.0,0.0,24.0,0.0,24.0,0.0,19.0,4.0,15.0,0.0,0.214141,0.318251,0.0,0.0,7.0,131.0,37.0,52.0,32.0,18.0,12.0,12.0,3.0,2.0,99.0,37.96866359447005,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,49.0,62.0,37.0,24.0,1.0,4.0,2.0,0.0,0.0,17.0,28.0,19.0,18.0,0
7.83139,665,5.0,0.0,5.0,0.0,6.0,0.0,6.0,0.0,9.0,3.0,6.0,0.0,0.0,0.0,0.503018,0.0,0.0,33.0,5.0,8.0,8.0,6.0,5.0,4.0,2.0,0.0,19.0,45.40923566878981,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,7.0,4.0,5.0,0
43.8429,2619,18.0,6.0,12.0,0.0,8.0,0.0,8.0,0.0,21.0,9.0,12.0,0.0,0.0,3.692631,0.0,0.0,0.0,55.0,18.0,19.0,11.0,8.0,8.0,3.0,2.0,4.0,42.0,51.19473361910594,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,23.0,23.0,8.0,1.0,2.0,1.0,0.0,0.0,7.0,23.0,22.0,10.0,0
6.42084,673,6.0,0.0,6.0,0.0,9.0,0.0,9.0,0.0,10.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,3.0,5.0,4.0,2.0,2.0,2.0,2.0,1.0,23.0,34.29475015812777,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,12.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0
6.8015,667,5.0,0.0,5.0,0.0,4.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,35.53623188405797,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0
6.21331,708,8.0,1.0,7.0,0.0,3.0,0.0,3.0,0.0,18.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,2.0,4.0,4.0,2.0,3.0,2.0,0.0,0.0,26.0,33.82300275482093,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,0
6.80164,775,6.0,1.0,5.0,0.0,6.0,0.0,6.0,0.0,15.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,35.0,32.142763157894734,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,5.0,4.0,0
10.6934,890,6.0,0.0,6.0,0.0,4.0,0.0,4.0,0.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,17.0,37.26521739130435,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,17.0,11.0,5.0,0.0,4.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,0
10.0428,926,5.0,1.0,4.0,0.0,2.0,0.0,2.0,0.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,34.07171635777599,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,22.0,23.0,9.0,0.0,5.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0
6.79957,702,9.0,3.0,6.0,0.0,7.0,1.0,6.0,0.0,17.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,32.48273381294964,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,4.0,1.0,0
25.7289,1415,18.0,2.0,16.0,0.0,7.0,0.0,7.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.871107,0.0,0.0,52.0,9.0,28.0,21.0,0.0,0.0,1.0,1.0,1.0,21.0,54.857647652700656,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,16.0,18.0,18.0,8.0,1.0,3.0,2.0,0.0,0.0,4.0,10.0,3.0,1.0,0
4.61861,571,4.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,8.0,10.0,8.0,4.0,0.0,0.0,0.0,0.0,17.0,25.694505494505496,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0
13.0832,1092,2.0,0.0,2.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,29.0,36.91900718484651,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,15.0,13.0,5.0,0.0,4.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,0
12.742,1012,10.0,2.0,8.0,0.0,5.0,0.0,5.0,0.0,7.0,3.0,4.0,0.0,0.0,0.0,0.726311,0.0,1.0,21.0,7.0,12.0,8.0,1.0,0.0,0.0,0.0,0.0,24.0,37.60302197802198,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,16.0,12.0,1.0,0.0,4.0,3.0,0.0,0.0,3.0,5.0,2.0,0.0,0
50.3411,2435,15.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,13.0,4.0,9.0,0.0,0.0,6.830057,0.106826,0.107835,3.0,41.0,12.0,16.0,11.0,6.0,4.0,3.0,0.0,1.0,28.0,62.26436376454001,0.0,6.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,43.0,31.0,34.0,18.0,5.0,1.0,0.0,0.0,0.0,16.0,20.0,5.0,3.0,0
26.1802,1369,8.0,3.0,5.0,0.0,2.0,1.0,1.0,0.0,6.0,3.0,3.0,0.0,0.0,13.319193,0.102591,0.0,1.0,69.0,10.0,18.0,14.0,6.0,6.0,8.0,10.0,7.0,35.0,54.59748427672956,0.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,22.0,14.0,19.0,9.0,3.0,1.0,0.0,0.0,0.0,5.0,12.0,8.0,2.0,0
41.4353,2922,6.0,2.0,4.0,0.0,4.0,0.0,4.0,0.0,37.0,14.0,23.0,0.0,0.094645,1.358889,0.0,0.0,12.0,64.0,12.0,16.0,13.0,10.0,13.0,8.0,2.0,2.0,79.0,42.20174987133299,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.0,42.0,23.0,9.0,2.0,1.0,0.0,0.0,0.0,12.0,17.0,12.0,9.0,0
6.78496,684,3.0,0.0,3.0,0.0,10.0,0.0,10.0,0.0,7.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,34.09585492227979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
6.78089,743,6.0,1.0,5.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,30.674157303370787,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0
5.53695,704,12.0,3.0,9.0,0.0,4.0,0.0,4.0,0.0,23.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,0.0,41.0,32.579081632653065,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,10.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,0
6.81269,704,8.0,1.0,7.0,0.0,7.0,0.0,7.0,0.0,21.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,32.75193253689389,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,5.0,4.0,0
43.0143,2666,24.0,6.0,18.0,0.0,7.0,0.0,7.0,0.0,15.0,4.0,11.0,0.0,0.0,2.276107,0.0,0.0,3.0,57.0,14.0,19.0,12.0,5.0,8.0,6.0,4.0,3.0,38.0,52.94798399507541,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53.0,44.0,38.0,15.0,1.0,3.0,2.0,0.0,0.0,11.0,17.0,5.0,4.0,0
4.71311,485,4.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,2.0,4.0,5.0,3.0,1.0,0.0,0.0,22.0,34.92047713717694,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,14.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0
5.18841,474,7.0,1.0,6.0,0.0,3.0,0.0,3.0,0.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,36.60739979445015,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0
44.2835,2548,20.0,6.0,14.0,0.0,6.0,0.0,6.0,0.0,15.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,10.0,16.0,16.0,4.0,5.0,5.0,3.0,4.0,36.0,52.46809854706254,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,18.0,17.0,6.0,0.0,4.0,2.0,0.0,0.0,8.0,18.0,18.0,11.0,0
6.78929,713,6.0,0.0,6.0,0.0,8.0,0.0,8.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,22.0,32.23533007334963,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,0
6.77884,729,10.0,0.0,10.0,0.0,6.0,0.0,6.0,0.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,33.01412429378531,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0
5.76738,659,13.0,2.0,10.0,1.0,2.0,0.0,2.0,0.0,14.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,3.0,4.0,4.0,3.0,2.0,1.0,0.0,0.0,21.0,34.08985704560926,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,0
6.9334,715,9.0,2.0,7.0,0.0,10.0,0.0,10.0,0.0,19.0,9.0,10.0,0.0,0.461876,0.461876,0.0,0.0,0.0,12.0,3.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,25.0,32.84697508896797,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,3.0,4.0,0
10.6024,858,6.0,0.0,6.0,0.0,5.0,0.0,5.0,0.0,7.0,1.0,6.0,0.0,0.0,0.641336,0.0,0.0,0.0,14.0,11.0,9.0,2.0,0.0,0.0,0.0,0.0,3.0,14.0,37.8548770816812,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,17.0,14.0,3.0,1.0,4.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,0
10.3061,872,6.0,0.0,6.0,0.0,2.0,0.0,2.0,0.0,8.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,18.0,33.60919540229885,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,13.0,8.0,0.0,0.0,4.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0
6.38128,607,4.0,1.0,3.0,0.0,5.0,0.0,5.0,0.0,21.0,8.0,13.0,0.0,0.0,0.0,0.088713,0.0,1.0,12.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,24.0,37.96625091709464,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,0
6.94997,647,10.0,3.0,7.0,0.0,6.0,0.0,6.0,0.0,18.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,25.0,35.33897110641297,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,6.0,3.0,0
51.1495,2933,10.0,2.0,8.0,0.0,12.0,0.0,12.0,0.0,8.0,3.0,5.0,0.0,0.0,4.218181,0.0,0.0,1.0,83.0,12.0,14.0,12.0,16.0,18.0,12.0,8.0,3.0,43.0,57.94112699747687,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,52.0,54.0,45.0,19.0,2.0,2.0,0.0,0.0,0.0,12.0,21.0,13.0,8.0,0
56.6912,3014,19.0,6.0,13.0,0.0,16.0,0.0,16.0,0.0,14.0,3.0,11.0,0.0,0.0,4.312286,0.0,0.0,1.0,59.0,12.0,10.0,9.0,9.0,10.0,10.0,7.0,4.0,51.0,56.4896669097982,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,55.0,48.0,44.0,12.0,3.0,1.0,0.0,0.0,0.0,13.0,24.0,14.0,9.0,0
2.11021,248,2.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,29.95208333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
28.5069,2161,14.0,2.0,12.0,0.0,3.0,0.0,3.0,0.0,9.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,43.0,15.0,9.0,5.0,7.0,6.0,4.0,3.0,9.0,21.0,40.260831122900086,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,11.0,6.0,2.0,0.0,8.0,7.0,0.0,0.0,6.0,6.0,5.0,4.0,0
25.2091,1396,8.0,0.0,8.0,0.0,6.0,0.0,6.0,0.0,5.0,3.0,2.0,0.0,0.0,1.372329,0.103999,0.0,1.0,16.0,13.0,13.0,2.0,0.0,0.0,0.0,0.0,1.0,13.0,54.566413107080166,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,18.0,19.0,17.0,4.0,2.0,3.0,2.0,0.0,0.0,7.0,8.0,0.0,0.0,0
4.54033,524,2.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,6.0,9.0,8.0,4.0,2.0,1.0,0.0,0.0,19.0,29.42337164750958,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,8.0,7.0,4.0,0
6.40622,657,2.0,0.0,2.0,0.0,7.0,0.0,7.0,0.0,19.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,28.0,34.51717032967033,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,0
6.76324,682,16.0,3.0,13.0,0.0,5.0,0.0,5.0,0.0,22.0,10.0,12.0,0.0,0.0,0.0,0.114866,0.0,1.0,7.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,23.0,35.38555858310627,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,10.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,0
6.16186,709,13.0,1.0,12.0,0.0,8.0,0.0,8.0,0.0,9.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,0.0,21.0,32.0045871559633,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0
6.72644,722,8.0,0.0,8.0,0.0,3.0,0.0,3.0,0.0,9.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,32.44812030075188,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0
35.3993,2023,9.0,3.0,6.0,0.0,2.0,0.0,2.0,0.0,13.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,16.0,19.0,9.0,6.0,5.0,5.0,0.0,0.0,39.0,58.11044520547945,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,31.0,38.0,27.0,0.0,1.0,0.0,0.0,0.0,15.0,20.0,7.0,6.0,0
