distance,duration,n_ha,n_ha_l,n_ha_m,n_ha_h,n_hb,n_hb_l,n_hb_m,n_hb_h,n_hc,n_hc_l,n_hc_m,n_hc_h,fcw_time,hmw_time,ldw_time,pcw_time,n_pedestrian_dz,n_tsr_level,n_tsr_level_0,n_tsr_level_1,n_tsr_level_2,n_tsr_level_3,n_tsr_level_4,n_tsr_level_5,n_tsr_level_6,n_tsr_level_7,n_brakes,speed,n_fcw,n_hmw,n_ldw,n_ldw_left,n_ldw_right,n_pcw,n_fatigue_0,n_fatigue_1,n_fatigue_2,n_fatigue_3,n_headway__1,n_headway_0,n_headway_1,n_headway_2,n_headway_3,n_overtaking_0,n_overtaking_1,n_overtaking_2,n_overtaking_3,n_speeding_0,n_speeding_1,n_speeding_2,n_speeding_3,target
1.83751,303,8.0,2.0,5.0,0.0,5.0,0.0,4.0,0.0,7.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,25.57787810383747,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,8.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
4.7378,1004,5.0,2.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.931745,2.931745,0.0,0.0,30.0,18.0,8.0,9.0,3.0,0.0,0.0,0.0,3.0,3.0,41.0,20.21640091116173,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34.0,39.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0,8.0,3.0,0
5.96735,909,1.0,0.0,1.0,0.0,4.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,25.2814039408867,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,24.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
88.1281,4064,18.0,7.0,10.0,1.0,12.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.158453,0.0,0.0,0.0,130.0,15.0,33.0,36.0,26.0,22.0,11.0,1.0,1.0,28.0,87.24184236947791,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,99.0,58.0,92.0,27.0,7.0,2.0,1.0,0.0,0.0,7.0,89.0,108.0,28.0,0
69.3664,3867,31.0,9.0,17.0,5.0,12.0,2.0,10.0,0.0,8.0,1.0,7.0,0.0,2.219197,17.747664,0.094135,0.0,3.0,162.0,40.0,55.0,26.0,5.0,11.0,25.0,27.0,13.0,45.0,74.07950484941297,3.0,10.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,71.0,64.0,70.0,31.0,7.0,2.0,1.0,0.0,0.0,11.0,20.0,17.0,12.0,0
14.4217,1069,12.0,5.0,6.0,1.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.931867,0.0,0.0,0.0,132.0,12.0,42.0,45.0,18.0,13.0,8.0,3.0,3.0,19.0,51.5808,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,20.0,13.0,6.0,1.0,3.0,2.0,0.0,0.0,5.0,26.0,31.0,10.0,0
103.087,3753,18.0,7.0,11.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12867,0.0,0.0,0.0,104.0,37.0,48.0,19.0,3.0,2.0,4.0,14.0,14.0,22.0,110.19306984298863,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,91.0,46.0,84.0,32.0,12.0,1.0,0.0,0.0,0.0,3.0,6.0,4.0,3.0,0
103.476,4644,21.0,6.0,11.0,4.0,6.0,2.0,4.0,0.0,3.0,0.0,3.0,0.0,0.0,6.440658,1.179538,0.0,0.0,92.0,29.0,35.0,15.0,8.0,6.0,14.0,9.0,5.0,51.0,95.92462254512432,0.0,5.0,5.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,98.0,72.0,88.0,32.0,5.0,1.0,0.0,0.0,0.0,9.0,20.0,19.0,12.0,0
1.62899,294,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,25.2125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,8.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
3.70012,549,1.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,2.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,11.0,25.35132275132275,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,16.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,0
4.79615,728,3.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.392347,0.392347,0.0,0.0,2.0,26.0,9.0,10.0,6.0,7.0,3.0,0.0,0.0,0.0,19.0,24.360714285714284,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,19.0,10.0,8.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,8.0,3.0,0
13.8376,1489,11.0,3.0,8.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.098886,0.0,6.0,28.0,8.0,6.0,8.0,7.0,2.0,1.0,2.0,2.0,39.0,37.5714877745545,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,38.0,46.0,19.0,9.0,0.0,3.0,2.0,0.0,0.0,6.0,10.0,28.0,26.0,0
5.3517,661,4.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,30.27459306440198,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,24.0,15.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
5.00127,678,3.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,26.779264214046822,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,22.0,15.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0
5.23854,640,5.0,1.0,4.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,31.65550595238096,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,7.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
41.2749,2941,19.0,7.0,10.0,2.0,15.0,3.0,12.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,171.0,20.0,47.0,50.0,25.0,26.0,21.0,1.0,1.0,35.0,49.80442241707968,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,31.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,19.0,57.0,46.0,0
46.1241,3282,25.0,9.0,14.0,2.0,7.0,0.0,7.0,0.0,2.0,0.0,2.0,0.0,0.0,4.024736,0.229046,0.0,8.0,169.0,41.0,75.0,49.0,12.0,10.0,8.0,6.0,9.0,37.0,53.56864864864865,0.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,40.0,46.0,31.0,12.0,3.0,5.0,4.0,0.0,0.0,7.0,30.0,28.0,12.0,0
29.9708,1367,20.0,7.0,12.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,45.0,47.0,11.0,7.0,5.0,6.0,9.0,8.0,14.0,94.31093151850276,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,31.0,14.0,21.0,11.0,1.0,2.0,0.0,0.0,0.0,4.0,6.0,8.0,6.0,0
73.5281,2653,10.0,3.0,6.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.118258,0.0,0.0,0.0,13.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,13.0,111.0515122873346,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,77.0,39.0,69.0,30.0,12.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0
102.961,4010,24.0,9.0,13.0,2.0,5.0,1.0,4.0,0.0,3.0,1.0,2.0,0.0,0.0,17.240302,0.199422,0.0,0.0,315.0,13.0,118.0,120.0,16.0,9.0,21.0,23.0,8.0,24.0,104.5015864257139,0.0,15.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,113.0,74.0,98.0,38.0,15.0,1.0,0.0,0.0,0.0,8.0,19.0,22.0,12.0,0
102.971,3648,26.0,12.0,13.0,1.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.350531,8.756908,0.082282,0.088872,1.0,267.0,47.0,63.0,22.0,4.0,8.0,19.0,81.0,70.0,10.0,110.40856817894604,2.0,9.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,109.0,40.0,96.0,36.0,12.0,1.0,0.0,0.0,0.0,3.0,22.0,22.0,4.0,0
39.869,2731,18.0,6.0,11.0,1.0,11.0,2.0,9.0,0.0,4.0,2.0,2.0,0.0,0.0,0.811379,0.682155,0.0,3.0,45.0,23.0,21.0,9.0,9.0,3.0,0.0,0.0,3.0,46.0,61.44088098918083,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,50.0,53.0,40.0,8.0,1.0,2.0,1.0,0.0,0.0,6.0,11.0,8.0,3.0,0
92.0107,4185,32.0,11.0,14.0,7.0,12.0,3.0,9.0,0.0,3.0,1.0,2.0,0.0,0.0,7.202025,0.098951,0.0,1.0,292.0,60.0,114.0,81.0,28.0,18.0,28.0,20.0,3.0,41.0,82.07643545044496,0.0,8.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,97.0,81.0,89.0,33.0,8.0,6.0,5.0,0.0,0.0,13.0,37.0,36.0,17.0,0
102.896,3819,13.0,4.0,8.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,17.324004,0.0,0.0,0.0,97.0,21.0,23.0,18.0,12.0,3.0,6.0,19.0,16.0,13.0,111.2794542721702,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,38.0,91.0,50.0,13.0,1.0,0.0,0.0,0.0,3.0,40.0,49.0,12.0,0
87.4092,4788,15.0,6.0,7.0,2.0,8.0,1.0,7.0,0.0,7.0,4.0,3.0,0.0,0.204515,12.011068,0.0,0.0,1.0,207.0,21.0,22.0,24.0,26.0,21.0,33.0,52.0,29.0,67.0,79.65869883865149,2.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,106.0,95.0,110.0,47.0,10.0,3.0,2.0,0.0,0.0,8.0,22.0,35.0,24.0,0
103.192,3857,31.0,14.0,14.0,3.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,24.562179,0.0,0.0,0.0,61.0,26.0,32.0,13.0,5.0,3.0,2.0,3.0,3.0,23.0,102.25639163277164,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,105.0,52.0,87.0,37.0,14.0,1.0,0.0,0.0,0.0,4.0,11.0,11.0,4.0,0
1.3086,434,3.0,1.0,2.0,0.0,7.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,17.85913043478261,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
105.533,5216,18.0,5.0,13.0,0.0,7.0,0.0,7.0,0.0,3.0,1.0,2.0,0.0,0.099906,15.80323,0.101862,0.0,0.0,149.0,27.0,45.0,30.0,15.0,15.0,15.0,17.0,12.0,52.0,85.97751190871828,1.0,13.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,137.0,90.0,124.0,70.0,12.0,1.0,0.0,0.0,0.0,12.0,32.0,25.0,10.0,0
103.5,3695,22.0,6.0,13.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.017828,5.270454,0.0,0.0,0.0,172.0,23.0,32.0,51.0,41.0,5.0,9.0,19.0,15.0,16.0,110.70283616105344,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,99.0,36.0,92.0,41.0,8.0,1.0,0.0,0.0,0.0,4.0,12.0,39.0,35.0,0
1.74289,350,2.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,21.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,20.163636363636364,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,19.0,17.0,0.0,1
83.3331,4428,30.0,8.0,18.0,4.0,11.0,2.0,9.0,0.0,9.0,3.0,6.0,0.0,0.0,0.429878,0.87311,0.0,1.0,154.0,30.0,40.0,29.0,25.0,17.0,4.0,18.0,21.0,55.0,74.61691093573845,0.0,1.0,4.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,73.0,72.0,73.0,29.0,1.0,5.0,4.0,0.0,0.0,10.0,16.0,26.0,22.0,0
1.63615,275,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,24.61394101876676,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
95.7902,4966,21.0,5.0,15.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,18.077487,0.0,0.0,16.0,226.0,52.0,74.0,30.0,9.0,19.0,45.0,39.0,10.0,77.0,82.60463721766939,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,85.0,57.0,68.0,12.0,6.0,1.0,0.0,0.0,0.0,8.0,41.0,52.0,22.0,0
75.6749,3640,21.0,7.0,9.0,5.0,11.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,12.106098,0.09412,0.0,6.0,228.0,28.0,59.0,50.0,19.0,17.0,40.0,35.0,8.0,28.0,82.33430631868131,0.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,59.0,52.0,51.0,17.0,6.0,3.0,2.0,0.0,0.0,7.0,32.0,37.0,14.0,0
90.5913,3215,15.0,3.0,11.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127582,11.0,183.0,14.0,44.0,46.0,33.0,22.0,11.0,17.0,10.0,17.0,114.51944837340876,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,60.0,30.0,54.0,15.0,1.0,1.0,0.0,0.0,0.0,4.0,23.0,40.0,24.0,0
76.2634,3418,14.0,5.0,7.0,2.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.81307,0.098199,0.0,0.0,169.0,23.0,29.0,28.0,50.0,42.0,11.0,4.0,5.0,25.0,87.28169426938297,0.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,68.0,60.0,70.0,20.0,5.0,3.0,2.0,0.0,0.0,8.0,18.0,22.0,12.0,0
103.513,4006,21.0,6.0,13.0,2.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.879461,0.859186,0.0,0.0,496.0,28.0,37.0,23.0,53.0,122.0,146.0,91.0,24.0,13.0,104.74604196164242,0.0,4.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,112.0,56.0,92.0,38.0,4.0,1.0,0.0,0.0,0.0,4.0,28.0,73.0,49.0,0
86.7573,4205,18.0,7.0,11.0,0.0,8.0,1.0,7.0,0.0,4.0,0.0,4.0,0.0,1.598105,16.695642,0.0,0.0,2.0,79.0,23.0,26.0,20.0,12.0,9.0,8.0,1.0,3.0,55.0,84.65418326693226,6.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,104.0,76.0,101.0,39.0,11.0,3.0,2.0,0.0,0.0,7.0,16.0,21.0,13.0,0
29.5234,1188,14.0,3.0,10.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.000403,0.097932,0.0,0.0,143.0,23.0,36.0,33.0,28.0,28.0,15.0,1.0,2.0,8.0,100.31403297145155,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,40.0,18.0,31.0,15.0,4.0,1.0,0.0,0.0,0.0,5.0,21.0,23.0,10.0,0
73.8976,2816,19.0,8.0,9.0,2.0,5.0,0.0,5.0,0.0,2.0,1.0,1.0,0.0,0.0,3.608931,0.0,0.0,0.0,9.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,19.0,102.8677015346622,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,82.0,40.0,72.0,37.0,14.0,1.0,0.0,0.0,0.0,3.0,3.0,5.0,4.0,0
87.7028,4963,15.0,5.0,9.0,1.0,6.0,0.0,6.0,0.0,5.0,2.0,3.0,0.0,0.927997,11.08265,0.327265,0.0,1.0,117.0,24.0,28.0,19.0,26.0,25.0,6.0,6.0,7.0,64.0,78.100624024961,1.0,9.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,101.0,95.0,76.0,29.0,8.0,3.0,2.0,0.0,0.0,7.0,10.0,12.0,9.0,0
102.704,3755,22.0,6.0,13.0,3.0,5.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,7.833291,0.091013,0.0,0.0,169.0,40.0,49.0,31.0,21.0,8.0,11.0,28.0,21.0,13.0,106.7038961038961,0.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,115.0,53.0,109.0,38.0,12.0,1.0,0.0,0.0,0.0,3.0,11.0,16.0,10.0,0
86.9763,4517,21.0,7.0,11.0,3.0,9.0,2.0,7.0,0.0,5.0,2.0,3.0,0.0,1.284778,6.873912,0.0,0.0,1.0,196.0,27.0,35.0,28.0,23.0,35.0,38.0,22.0,15.0,64.0,81.88678571428571,6.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,87.0,67.0,89.0,35.0,6.0,3.0,2.0,0.0,0.0,9.0,19.0,19.0,9.0,0
102.312,3691,16.0,5.0,11.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.410354,30.163684,0.110351,0.0,0.0,233.0,23.0,32.0,28.0,35.0,44.0,52.0,35.0,7.0,18.0,106.99007184846504,2.0,15.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,115.0,48.0,87.0,42.0,18.0,1.0,0.0,0.0,0.0,3.0,33.0,44.0,20.0,0
87.3127,4810,15.0,6.0,9.0,0.0,10.0,3.0,7.0,0.0,2.0,1.0,1.0,0.0,0.431876,15.416524,0.0,0.0,1.0,141.0,15.0,33.0,32.0,18.0,32.0,24.0,1.0,1.0,66.0,76.62994923857867,4.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,80.0,103.0,54.0,8.0,4.0,3.0,0.0,0.0,8.0,16.0,16.0,9.0,0
102.953,3784,25.0,11.0,12.0,2.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.49378,21.679378,0.0,0.0,0.0,304.0,25.0,34.0,21.0,17.0,17.0,44.0,104.0,67.0,21.0,107.69097564409404,1.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,118.0,49.0,105.0,38.0,16.0,1.0,0.0,0.0,0.0,4.0,20.0,26.0,12.0,0
9.15269,1527,30.0,11.0,14.0,5.0,15.0,3.0,12.0,0.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,39.78092939046469,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,20.0,22.0,11.0,2.0,0.0,3.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0
81.8996,4634,20.0,8.0,12.0,0.0,8.0,1.0,7.0,0.0,4.0,2.0,1.0,1.0,0.095056,14.289142,1.870603,0.0,1.0,106.0,20.0,24.0,25.0,25.0,12.0,7.0,6.0,7.0,79.0,73.3240431066518,1.0,10.0,5.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,84.0,85.0,84.0,34.0,9.0,2.0,1.0,0.0,0.0,11.0,20.0,36.0,28.0,0
1.69883,250,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,25.557339449541285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
11.7461,1303,5.0,2.0,1.0,2.0,5.0,0.0,5.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.102397,0.0,4.0,93.0,14.0,22.0,17.0,14.0,15.0,14.0,9.0,2.0,32.0,35.223262032085564,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,26.0,33.0,18.0,4.0,0.0,3.0,1.0,0.0,0.0,9.0,12.0,13.0,7.0,0
20.3196,1257,17.0,5.0,9.0,3.0,5.0,0.0,5.0,0.0,4.0,1.0,2.0,1.0,0.0,1.354279,0.089954,0.0,0.0,34.0,8.0,9.0,7.0,7.0,7.0,3.0,0.0,1.0,29.0,59.61669458403127,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,17.0,10.0,13.0,8.0,1.0,1.0,0.0,0.0,0.0,6.0,23.0,26.0,10.0,0
4.15696,641,1.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,17.0,27.00864553314121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,30.0,17.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,0
7.76048,977,12.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,61.0,13.0,15.0,25.0,21.0,0.0,0.0,0.0,0.0,19.0,30.702185792349727,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,27.0,8.0,1.0,0.0,3.0,2.0,0.0,0.0,5.0,9.0,11.0,6.0,0
23.4691,2172,24.0,9.0,10.0,5.0,16.0,0.0,16.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.767005,0.0,6.0,172.0,18.0,31.0,51.0,46.0,28.0,15.0,0.0,1.0,59.0,40.43262839879154,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,24.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,10.0,40.0,53.0,23.0,0
47.2931,2263,27.0,11.0,14.0,2.0,6.0,1.0,5.0,0.0,3.0,2.0,1.0,0.0,0.0,2.274154,0.0,0.0,5.0,181.0,44.0,72.0,57.0,26.0,7.0,8.0,8.0,3.0,27.0,88.49545847750865,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53.0,47.0,41.0,12.0,2.0,1.0,0.0,0.0,0.0,7.0,23.0,17.0,6.0,0
5.51102,701,7.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,25.0,28.468867216804203,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,13.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,0
2.94565,474,6.0,2.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,23.0,4.0,7.0,7.0,4.0,3.0,2.0,0.0,0.0,14.0,25.298315163528247,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,12.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,7.0,4.0,0
10.9,794,11.0,3.0,8.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0983,0.0,0.0,55.0,7.0,16.0,19.0,6.0,5.0,4.0,3.0,2.0,20.0,55.48370927318296,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,19.0,24.0,19.0,2.0,0.0,2.0,1.0,0.0,0.0,5.0,8.0,7.0,3.0,0
28.594,1171,14.0,4.0,8.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.850317,0.191005,0.0,0.0,119.0,22.0,32.0,17.0,6.0,11.0,15.0,22.0,16.0,2.0,96.72338028169014,0.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,44.0,24.0,37.0,15.0,5.0,1.0,0.0,0.0,0.0,4.0,15.0,12.0,5.0,0
87.4239,5095,18.0,7.0,9.0,2.0,4.0,0.0,4.0,0.0,6.0,2.0,4.0,0.0,1.86712,6.091738,0.0,0.0,3.0,90.0,24.0,36.0,26.0,10.0,7.0,7.0,3.0,1.0,88.0,75.15979381443299,6.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,87.0,90.0,80.0,25.0,6.0,3.0,2.0,0.0,0.0,7.0,12.0,15.0,9.0,0
91.5014,4614,15.0,5.0,10.0,0.0,10.0,1.0,9.0,0.0,2.0,1.0,1.0,0.0,0.355721,10.217717,0.0,0.0,3.0,138.0,24.0,35.0,43.0,38.0,16.0,2.0,1.0,3.0,30.0,82.3570835803201,1.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,111.0,89.0,83.0,24.0,9.0,2.0,1.0,0.0,0.0,7.0,15.0,22.0,14.0,0
3.36645,342,8.0,4.0,4.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,32.9577205882353,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
