distance,duration,n_ha,n_ha_l,n_ha_m,n_ha_h,n_hb,n_hb_l,n_hb_m,n_hb_h,n_hc,n_hc_l,n_hc_m,n_hc_h,n_ignition_on,n_ignition_off,fcw_time,hmw_time,ldw_time,pcw_time,n_pedestrian_dz,light_mode,n_tsr_level,n_tsr_level_0,n_tsr_level_1,n_tsr_level_2,n_tsr_level_3,n_tsr_level_4,n_tsr_level_5,n_tsr_level_6,n_tsr_level_7,zero_speed_time,n_zero_speed,n_high_beam,n_low_beam,n_wipers,n_signal_right,n_signal_left,n_brakes,speed,n_fcw,n_hmw,n_ldw,n_ldw_left,n_ldw_right,n_pcw,n_fatigue_0,n_fatigue_1,n_fatigue_2,n_fatigue_3,n_headway__1,n_headway_0,n_headway_1,n_headway_2,n_headway_3,n_overtaking_0,n_overtaking_1,n_overtaking_2,n_overtaking_3,n_speeding_0,n_speeding_1,n_speeding_2,n_speeding_3
0.9672131147540984,0.9180327868852463,0.11475409836065574,0.0,0.11475409836065574,0.0,0.9529963948030744,0.680327868852459,0.9539990064580226,0.0,0.8060690617370073,0.6721311475409837,0.8727616645649432,0.0,,,0.0,1.0,0.6885245901639344,0.0,0.918032786885246,0.0,0.8524590163934427,0.7868852459016393,0.7868852459016393,0.8524590163934427,0.9262295081967213,0.819672131147541,0.7704918032786885,0.7049180327868854,0.9016393442622952,0.967213114754094,0.7540983606557378,0.959016393442623,0.0,0.0,0.6967213114754098,0.6967213114754098,0.9016393442622955,0.983606557377049,0.0,0.983606557377049,0.778688524590164,0.8852459016393444,0.0,0.0,0.0,0.0,0.0,0.0,0.9836065573770489,0.8360655737704918,0.9344262295081966,0.983606557377049,0.983606557377049,0.9344262295081968,0.9344262295081968,1.0,0.0,0.7213114754098362,0.8114754098360656,0.8688524590163935,0.8524590163934427
0.639344262295082,0.639344262295082,0.5573770491803279,0.0,0.5573770491803279,0.0,0.36065573770491804,0.680327868852459,0.30952380952380953,0.0,0.5238095238095238,0.46721311475409844,0.5901639344262295,0.0,,,0.0,0.819672131147541,0.6721311475409837,0.0,0.5163934426229508,0.0,0.5,0.5901639344262295,0.4918032786885246,0.43442622950819676,0.5327868852459017,0.5081967213114754,0.6721311475409837,0.5819672131147542,0.0,0.7049180327868853,0.5163934426229508,0.0,0.0,0.0,0.1885245901639344,0.9344262295081952,0.6311475409836066,0.5573770491803279,0.0,0.6639344262295083,0.778688524590164,0.6967213114754098,0.7622950819672132,0.0,0.0,0.0,0.0,0.0,0.38524590163934425,0.4180327868852459,0.5,0.5819672131147542,0.7540983606557378,0.0,0.0,0.0,0.0,0.7213114754098362,0.4180327868852459,0.4180327868852459,0.5409836065573771
0.16393442622950816,0.13114754098360656,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18032786885245902,0.21311475409836067,0.0,0.0,0.0,0.8852459016393442,0.36065573770491804,0.28688524590163933,0.19672131147540983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21311475409836067,0.2295081967213115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2459016393442623,0.2540983606557377,0.0,0.0
0.19672131147540983,0.2295081967213115,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.8114754098360657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3442622950819672,0.5163934426229508,0.0,0.0,0.0,0.8524590163934427,0.6311475409836066,0.3770491803278689,0.14754098360655737,0.0,0.0,0.0,0.0,0.0,0.0,0.9508196721311476,0.0,0.0,0.0,0.29508196721311475,0.2786885245901639,0.28688524590163933,0.3524590163934427,0.0,0.7131147540983607,0.0,0.0,0.0,0.38524590163934425,0.2540983606557377,0.0,0.0
0.18032786885245902,0.14754098360655737,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.29508196721311475,0.3770491803278688,0.3442622950819672,0.3114754098360656,0.3524590163934426,0.0,0.0,0.0,0.0,0.36065573770491804,0.21311475409836067,0.0,0.0,0.0,0.639344262295082,0.4180327868852459,0.3114754098360656,0.24590163934426215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2459016393442623,0.319672131147541,0.3442622950819672,0.3524590163934426
0.29508196721311475,0.24590163934426226,0.20491803278688525,0.0,0.20491803278688525,0.0,0.26229508196721313,0.4426229508196721,0.24590163934426232,0.0,0.18032786885245902,0.5655737704918034,0.13114754098360656,0.0,,,0.0,0.0,0.0,0.0,0.8114754098360657,0.0,0.47540983606557374,0.3770491803278688,0.4098360655737705,0.43442622950819676,0.5573770491803279,0.6147540983606558,0.5163934426229508,0.0,0.0,0.19672131147540983,0.30327868852459017,0.0,0.0,0.0,0.14754098360655737,0.5573770491803278,0.459016393442623,0.5245901639344263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29508196721311475,0.3114754098360656,0.28688524590163933,0.0,0.0,0.0,0.0,0.0,0.0,0.2459016393442623,0.3770491803278688,0.4180327868852459,0.39344262295081966
0.26229508196721313,0.19672131147540983,0.11475409836065574,0.0,0.11475409836065574,0.0,0.0819672131147541,0.0,0.09836065573770492,0.0,0.07142857142857144,0.0,0.0742018981880932,0.0,,,0.0,0.7213114754098361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16393442622950816,0.21311475409836067,0.0,0.0,1.0,0.14754098360655737,0.7868852459016393,0.36065573770491804,0.45901639344262296,0.0,0.6639344262295083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32786885245901637,0.3114754098360656,0.0,0.0,0.6475409836065574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08196721311475406,0.26229508196721313,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13114754098360656,0.27868852459016397,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3114754098360656,0.639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.06557377049180328,0.0,0.0,0.0,0.0,0.0,0.0,0.9508196721311476,0.0,0.0,0.0,0.21311475409836067,0.20491803278688525,0.0,0.0,0.0,0.7131147540983607,0.0,0.0,0.0,0.2459016393442623,0.0,0.0,0.0
0.4098360655737705,0.5573770491803276,,,,,,,,,,,,,,,0.0,0.6721311475409805,0.4098360655737705,0.0,0.9508196721311476,0.0,0.5901639344262295,0.5901639344262295,0.639344262295082,0.6557377049180328,0.6065573770491803,0.5081967213114754,0.5163934426229508,0.0,0.0,0.6557377049180234,0.8524590163934427,0.0,0.0,1.0,0.2377049180327869,0.20491803278688525,0.0,0.3442622950819672,0.0,0.6639344262295083,0.5245901639344263,0.6967213114754098,0.0,0.0,0.0,0.0,0.0,0.0,0.29508196721311475,0.2786885245901639,0.39344262295081966,0.5,0.6475409836065574,0.0,0.0,0.0,0.0,0.38524590163934425,0.6885245901639345,0.6557377049180328,0.5409836065573771
